o_bb,o_box,o_pb
9.906732871837616e6,8.139796960637701e6,1.1534644814429432e7
1.3798978477918833e7,1.5864166242327739e7,1.9112744544382844e7
1.1183900729366302e7,1.224275517274409e7,1.6447127679273605e7
1.0680771881420135e7,1.048312913108904e7,1.8903946432828903e7
1.0104422910905838e7,1.0999884619840622e7,1.3501801021150589e7
8.46638529677391e6,8.466385297620773e6,8.466385296775818e6
4.9348602253729515e6,5.09000365381787e6,5.794327448875427e6
1.0207048208528705e7,1.0863351437120441e7,1.339833610232544e7
1.556500014421516e7,1.4163375353582155e7,1.556500014421463e7
9.10644055811882e6,1.0832824559085846e7,1.1496651643793594e7
1.5875867737270355e7,1.6758856313480377e7,1.7761766171167374e7
1.6269047979259491e7,1.9534535282157898e7,2.418371533995217e7
1.4087202595087051e7,1.3870751807132721e7,1.7399595493896484e7
1.3464935993564606e7,9.672953272726059e6,1.524561859431076e7
5.959278218894263e6,5.890114703454971e6,7.03974181097741e6
1.487502578500557e7,1.666713434869194e7,2.0100002312337875e7
1.7618634155025482e7,1.4940349613416672e7,1.9257718812692642e7
1.3915446790481585e6,1.299768630907778e6,1.3915446790480101e6
1.0360620500968933e7,1.1091747257730484e7,1.4490715939422607e7
4.864927349840164e6,4.904846987632751e6,5.944072601104027e6
9.176865596443627e6,9.135442179077053e6,1.2646638335702896e7
1.434006944640541e7,1.452631382994461e7,1.6394997648096794e7
1.0304339955724716e7,1.0269631088991057e7,1.4696874924518585e7
6.782916914683889e6,6.152103703445399e6,8.811853017555103e6
2.052699778743935e7,1.3790550826349612e7,2.0526997787440088e7
7.273197796848297e6,7.669592711071014e6,7.80404692209816e6
8.2806115500507355e6,8.805806982616425e6,1.190153145475579e7
7.502268828166962e6,8.314278840658188e6,1.2187531717653275e7
1.2952825284832e7,1.3645905245977402e7,1.5484791317902965e7
2.197090714067459e6,2.197090714067459e6,2.1970907140677907e6
7.070479123761179e6,8.139213262414932e6,8.50062112846489e6
1.3909668116033128e7,1.668737727314321e7,2.220787220079422e7
2.082136539629364e7,2.2411686591630936e7,2.850424815386067e7
2.1309662209033966e6,2.1309662209091187e6,2.130966220911026e6
2.4283974451772496e6,2.428397445174642e6,2.4283974451789856e6
1.1164905471143723e7,1.1107205524202347e7,1.9875428477340758e7
9.614446845491974e6,8.042772404501773e6,9.614446845491963e6
9.239329779596046e6,1.0588527826940536e7,1.199553881891479e7
4090.7817974090576,4090.7817974090576,4090.781801801175
1.6393038964468002e7,1.3428375942363739e7,2.4913991478658676e7
1.9722952328315735e7,2.013280046797943e7,2.9084268582078934e7
1.854096728540802e7,1.5452895584274292e7,2.145950894326465e7
4.422909647221416e6,4.422943671889501e6,5.1424971292709885e6
1.165319577334404e7,1.2471110247930527e7,1.703372885581007e7
2.0836456733594894e7,2.1323466816612244e7,2.831419441547697e7
1.3298081171405796e7,1.2825045779359818e7,1.5792170583776474e7
8.244748131717682e6,8.244748131715775e6,8.244748131715775e6
8.79146424518776e6,8.566269905794144e6,8.791464245186895e6
1.6187454046697618e7,1.4281215465867292e7,1.8855324232265472e7
1.0870736869787216e7,1.0088087673938751e7,1.2974658412687302e7
6.60702988612175e6,6.48069756807518e6,6.607029885461807e6
1.4207699487823486e7,1.3406961846166592e7,1.5648912519390106e7
8.556462058904648e6,8.050571232954025e6,1.0835876304859275e7
2.8136105086299344e6,2.813610508527223e6,2.8136105086298436e6
1.2944898209660888e7,1.001685120178802e7,1.4482977615249634e7
1.5586738627285004e7,1.6290829697000504e7,2.2185461582061768e7
1.069742846347282e7,1.7745581381181717e7,1.9644344895988464e7
1.3836101011835098e7,1.3870817743776321e7,1.7113264816537857e7
1254.9258499145508,1254.9258499145508,1254.925845976919
5.9805551120147705e6,7.227104176999158e6,8.202373489974976e6
1.1629791835790634e7,8.135582307445253e6,1.1673701674282953e7
1.2734920755369186e7,1.0239490229116814e7,1.757396826543808e7
1.871160208465576e7,1.554086236841011e7,1.8711602082784653e7
6.423854434658051e6,7.004678798259735e6,7.804823790193558e6
1.3403889541332245e7,1.1438792250049591e7,1.6304383713132858e7
1.86298616242218e7,1.467674635555458e7,2.145498638616562e7
2.6001114697532654e6,2.600111470014572e6,2.6001114697545283e6
1.216578452053134e7,1.0652263481621966e7,1.2166683570293427e7
1.2200008759400517e7,9.449451187391277e6,1.2724836348890305e7
1.1426337040084839e7,1.187648750407371e7,1.6313547891637089e7
1.288696864609909e7,1.625062521244049e7,1.8820969840517044e7
2.1622119547660835e7,1.936575684746723e7,2.1622119545495987e7
9.125267104239535e6,1.1299933875572488e7,1.3653394398794174e7
1.4240474055885315e7,1.3717149533395767e7,1.6620555563779831e7
1.3409940064382553e7,1.314021588522911e7,1.492177066270256e7
1.0813845988161087e7,1.0165032679517746e7,1.4980858363364814e7
5.985291031871796e6,6.2088367953128815e6,6.208836795314804e6
1.1892373263309479e7,1.1908305285774231e7,1.517952889421463e7
9.373879440776825e6,8.884599779434204e6,1.1972126526252225e7
1.0536551895527896e6,1.0536551895527989e6,1.053655189659117e6
8.954437797042847e6,9.950389971590042e6,1.0549601307783127e7
4.651228619258881e6,5.207253789442062e6,5.56147728619957e6
6.749705242879868e6,6.879289414400101e6,6.879289414399404e6
5.793642038656235e6,6.144028257797241e6,6.144028257797241e6
9.525166850047642e6,1.1728259392041763e7,1.6734246585456848e7
1.4966160580343634e7,2.4639667748772454e7,3.0670048825284958e7
7.077664840319828e6,6.829407639472317e6,1.1396817945512772e7
2.3197047852853775e7,1.6027186769298553e7,2.3995262184473038e7
1.5695168117807388e7,1.6895839527690887e7,2.0786846298488524e7
1.2059178821075052e7,1.1244032026701383e7,1.534273775214386e7
8.243964736856459e6,9.668866602346621e6,1.1237326671617508e7
9.409585311753215e6,9.857712102268219e6,1.1292043717441559e7
1.057156401459891e7,1.0134044125494808e7,1.3634683402397156e7
1.7710417946548462e7,1.5528975880105972e7,2.4185330980831146e7
1.0913582000869751e7,1.3805484920434952e7,1.479126952916336e7
1.0621203126424525e7,1.1482357214651907e7,1.3817627450658798e7
1.2119315353316318e7,1.0481149009967264e7,1.6651111483507156e7
8.450632077976227e6,8.194699797569275e6,8.578581941335678e6
1.5635029371526087e7,1.4136426332496388e7,2.3183997178455353e7
6.975653452057225e6,6.407937941268471e6,8.740058955127716e6
6.292994409890459e6,6.280838440789579e6,6.834330146707535e6
1.9298944043670654e7,1.5439671967479706e7,1.9298944043670654e7
7.907789428894043e6,8.407647893266678e6,8.5349966443367e6
1.394345567395401e7,1.8353042432584763e7,2.099570219526404e7
9.023385984090805e6,8.782904972503662e6,9.143626854155825e6
1.8938008450932093e6,1.893800845283514e6,1.8938008452834971e6
6.293413180430347e6,6.073636296573639e6,7.1016296349487305e6
2.401377754260063e7,1.7401211223848343e7,2.401377754260063e7
7.981041717118494e6,8.780926948286057e6,9.234499041002274e6
7.71629822889846e6,7.702042338745746e6,7.972141519275665e6
1.3073448387554169e7,1.4134074648748398e7,1.936640757719612e7
9.87213837508583e6,1.5246023142011642e7,2.032382085655403e7
1.7045680926273346e7,1.3806486338481903e7,1.9064852438602448e7
3.005710281721115e6,3.0057103192329407e6,3.130911785575969e6
1.5912271040679932e7,2.0402369170986176e7,2.550176514272499e7
1.9385574554279327e7,1.71158488386364e7,2.2033382474947028e7
2.3908510913520813e7,2.596898094386673e7,3.263765700464273e7
1.2191048360305747e7,1.3834585375299456e7,1.7768291912498474e7
2.6249385432575226e7,2.1688445441438675e7,3.2226779878342774e7
8.658296852037266e6,1.0923072716314316e7,1.337607036674881e7
9.979101069978714e6,1.0989516579319e7,1.1494471558986664e7
3.46275799193573e6,3.588167722120285e6,3.8441742918433696e6
1.304193770549668e7,1.254759667802544e7,1.3310997176046371e7
6.70508668620491e6,6.705086686201096e6,6.705086686199188e6
2.8387272947778255e6,2.838727294493384e6,2.8387272944943085e6
7.27297684085083e6,7.834415647867203e6,8.249054980140686e6
6.758704208497845e6,8.08753741711656e6,1.141003368925663e7
9.606329726705551e6,8.851628854349136e6,9.606329726703808e6
1.1208772525197983e7,1.2228930190670013e7,1.2974471850337982e7
4.049674741891861e6,4.336603311449051e6,4.336603311452866e6
1.2119204785869598e7,1.0560005152505206e7,1.2691450958787918e7
7.268055220704336e6,8.019697916843581e6,8.8970030920372e6
1.32137999093647e7,1.2700954323278427e7,1.5160477483793264e7
6.1024494773693085e6,5.824329521335602e6,6.102449477369086e6
1.5083719762088776e7,1.5265609173675537e7,1.892181649054718e7
621614.795967102,621614.6738052368,621614.7959658559
8.858236117988586e6,1.1306089958349228e7,1.1652375702315718e7
6.4100620795276165e6,6.410062078720093e6,6.4100620788865965e6
5.800104628061335e6,7.446603498775482e6,9.374909118403357e6
6.6618215321826935e6,6.6671277148246765e6,7.675971129430771e6
9.804764942092236e6,1.22866764132918e7,1.3537621605736483e7
5.096363451177356e6,5.096363451178174e6,5.096363451177597e6
1.6214679031766891e7,1.5607308940992355e7,2.0826071494895935e7
1.1207435663671494e7,1.3532343928079605e7,2.0886186466474533e7
5.69663515140152e6,5.746605488292694e6,7.67692051016026e6
8.450914338737473e6,9.933133160685996e6,1.2528021620119598e7
1.5352397550233841e7,1.3099414279863358e7,1.6664305038452141e7
1.6967352513694763e6,1.696735251197815e6,1.6967352511977106e6
6.720531236003876e6,6.57532621090889e6,6.720531236005215e6
1.274692272459786e7,1.2547834625202179e7,1.6350634459547043e7
1.2474493104866028e7,1.1170922769835498e7,1.4990206428466797e7
1.4913863817502975e7,1.6315320886509035e7,1.9855070501222614e7
2.095202215551567e7,1.6218337866950989e7,2.0952022155511856e7
1.0879274828048706e7,1.0645424678808212e7,1.0879274828050613e7
8.488233919757634e6,7.093803361458784e6,1.1395473275156915e7
1.0443622123264313e7,1.2950493394083023e7,1.4561189695988573e7
9.450581225434642e6,8.09212580237441e6,1.3059205510207511e7
1.7684529986465454e7,1.2647195637695312e7,1.768452998646511e7
1.0619044298248291e7,1.2975047473524094e7,1.402150610203743e7
7.926419718660605e6,8.000666587461472e6,1.0905000396232605e7
2.1064006881721497e7,2.0048935363220215e7,2.888756520941162e7
1.2763346981115341e7,1.018607629397583e7,1.2798502281200085e7
1.3824097904944027e7,1.2468933049137862e7,1.8326783039102554e7
1.3236453118379593e7,1.1446010794815063e7,1.4320327160975257e7
6.600968140209198e6,7.919498116577148e6,9.078511302829742e6
2.10361856725744e7,1.845068744049807e7,2.581627431982231e7
2.8502849826738358e7,2.4954487467367172e7,3.6063480467588425e7
6.143870903841019e6,6.553397228502274e6,6.765161649629593e6
685966.9989528656,685967.0004062653,685966.9989566803
1.6384053061691284e7,1.680242494999695e7,2.1861412751959555e7
8.350381413021088e6,9.10366525709343e6,1.0686124575008392e7
7.035754926715851e6,8.591136805194855e6,1.1036190232973099e7
1.3941466665932126e7,1.557598346092151e7,2.2026445502880096e7
8.743700207813263e6,8.630944675382614e6,1.0306017434453964e7
6.902296963876724e6,7.855807248173565e6,8.0834212394523565e6
8.58782619563994e6,7.226493793287281e6,9.549152335582733e6
8.182375543598997e6,8.59814260133934e6,8.875321517166138e6
1.6214679031766891e7,1.5545564365709305e7,2.0826071494895935e7
9.774061945671082e6,1.232543079047966e7,1.7734172635026824e7
3251.499782562256,3251.499782562256,3251.499780654907
9.199560927216155e6,8.600130015522774e6,1.15101294899292e7
1.7696054512909405e7,1.9319525972309235e7,2.599406681939125e7
9.76036652302742e6,1.209386334541893e7,1.4099196778629303e7
1.3336626574508667e7,1.0681973546808243e7,1.7252594703473218e7
9.761345110569838e6,1.0411833172466278e7,1.1945222941781998e7
1.2037409131450653e7,1.395880421557045e7,1.53731109247221e7
1.3190177363731384e7,1.1671693871679306e7,1.4647312974069651e7
9.780758529297786e6,8.980205086232014e6,1.1434404111783465e7
8.401788688613618e6,9.895731763616562e6,1.0020448411031581e7
1.327624410658665e7,1.3080226868198328e7,1.735143898085785e7
10569.368302365767,10569.36829829216,10569.368299484253
1.919500044656348e7,1.6877440750433546e7,2.110390347312355e7
1.8636561868427277e7,1.4829220504045486e7,1.8974128617302567e7
2.764629284651673e7,1.9872786466486264e7,2.7646292846516706e7
1.4919453562721293e7,1.2186871995314496e7,1.558138093871965e7
1.2003088059044475e7,1.0490081678884506e7,1.5720341993638992e7
1.0903922367002487e7,1.164033266412735e7,1.3361321302890778e7
1.2407282775680542e7,1.0569740127595602e7,1.4359708463968277e7
1.1782558298612595e7,1.298798834633255e7,1.694569481735552e7
2.869997165529251e6,2.869997165517807e6,2.869997165529251e6
1.600289493928906e7,1.3979448904190958e7,2.040928568132749e7
210062.67564309016,210062.6755597964,210062.67555832304
6.222177325393677e6,6.538199648932005e6,8.198720947183609e6
1.1003781429643631e7,1.1419934439373016e7,1.6870280074476242e7
1.004265258523941e7,1.3612070743587494e7,1.5687173304649353e7
4.978236638406754e6,4.978236638406754e6,4.978236638408661e6
6.844228305246353e6,7.392201671962738e6,7.767946870536812e6
552694.6266860962,552694.6266288757,552694.6266288757
1.0843232517787933e7,9.3171530107193e6,1.4876448829145312e7
1.569759938740158e7,1.7129548638925552e7,1.9501418578451157e7
1.2840324551106423e7,1.5897659190030877e7,1.8170713366056442e7
6.929892026414871e6,6.365892826877594e6,9.487931728557587e6
2.5863319226593018e7,2.157693921183777e7,3.0170277540000916e7
7.737417746075323e6,8.194659063989639e6,8.569268816891626e6
1.8097867524066925e7,1.5087823907579422e7,1.8097867524070356e7
1.5179023848719684e7,8.765325821187973e6,1.5179608459886035e7
8.943184992658615e6,9.690835802589417e6,1.0559141181646347e7
1.7110074171085358e7,1.4869682123186111e7,1.88571418753376e7
9.304847448742673e6,8.3382027313255295e6,1.3829758630493164e7
8.351304435310271e6,7.177604661437225e6,1.0108769082773209e7
9.171298400608063e6,8.141852692026138e6,1.1326609398391724e7
3.973072141805649e6,3.973072142150879e6,3.97307214220047e6
1.7887771456748962e7,2.1860523245462418e7,2.3818269432292208e7
1.1769792678825378e7,1.4106089055535717e7,1.8206012181135178e7
1.1866322166061401e7,9.444114026260432e6,1.1993878182088496e7
6.811507429346085e6,6.1444800895315325e6,7.944188713152306e6
8.153522576957719e6,7.672814420991822e6,1.0891381429585354e7
1.4101920811944962e7,1.3428317038314821e7,1.765389747542e7
1.6241084123659134e7,1.6393883107500076e7,2.056513716672516e7
8.950687730599815e6,9.192803718910487e6,1.1330163304498682e7
1.692128641189003e7,1.6661463504600525e7,1.9297319032631572e7
1.821718282393074e7,2.1926111575178146e7,2.6138502692676544e7
8.175799163748419e6,8.911902968276978e6,9.247789669231415e6
7.527220386358267e6,7.8008215496918885e6,9.936510537453584e6
1.9593246586983908e7,1.5014129440340042e7,1.959324658698082e7
6.093687195347907e6,6.132625081695557e6,7.697083449539185e6
7.5049716133461e6,7.5049716133461e6,7.504971613348007e6
7.56147789421487e6,6.642093242757797e6,1.0452413611190796e7
1.1093587159261703e7,1.0344449501995087e7,1.5295806777480854e7
677959.9155673981,677959.9155693054,677959.9155681022
4.0128614858544674e6,4.395239930572214e6,5.004509545536041e6
8.203779077502982e6,7.080587587993454e6,1.0574583299139023e7
1.3004077185461044e7,1.906820413166809e7,2.3652866485183716e7
2.2137120454615958e7,2.048553073751492e7,2.38504638628006e7
8.629762409366352e6,8.295252423215211e6,9.097042781051636e6
9.858382932842255e6,1.166296349493599e7,1.3260322878194315e7
1.1682126532755362e7,1.0037981178546699e7,1.3719698196023209e7
1.7624956097753525e7,1.3449655958538055e7,1.942402103996277e7
5.948735032875061e6,6.653131333824158e6,7.012793100874984e6
7.764597962047577e6,1.0305750443343198e7,1.042725292700386e7
1.307196018551445e7,1.4480737719268799e7,1.7151552839718908e7
1.243771739622879e7,1.0438818760286331e7,1.2790220733827583e7
3.279490312402725e6,3.279490312402725e6,3.2794903124032337e6
1.1692442220807135e7,1.3112306433244705e7,1.5831725806607777e7
6.810590915005054e6,6.805955837612152e6,7.06759043206762e6
1.7194891603607178e7,1.693814499032402e7,1.980941793027115e7
1.7394752846196187e6,1.7165931406059265e6,1.7394752846221924e6
1.361868420893557e7,1.1749777932992935e7,1.3889049207742691e7
4.490705401146784e6,7.163128830177306e6,7.852655539588928e6
1.0254296560736692e7,1.1839876264789075e7,1.755986574437332e7
1.0784524714632034e7,1.3193855795121271e7,2.029092157254982e7
1.2024006585868835e7,1.2455106720075607e7,1.3793089990236282e7
4.688100268062592e6,4.688100268529892e6,4.68810026806109e6
1.1504057081953049e7,1.2215583136901855e7,1.5532271144634575e7
1.2408408309940338e7,1.269391668791008e7,1.444979169546101e7
1998.9382152557373,1998.9382095336914,1998.9382119737566
5.184336445997238e6,5.0256435184288025e6,5.288571161276067e6
1.154173964584361e7,1.2324215734466285e7,1.585590036182438e7
2.3916053093179703e7,2.300733712464142e7,3.0162365577287924e7
1.3408576849658966e7,1.7075901577871323e7,1.9977625121357463e7
9.838966865682602e6,7.8580069756240845e6,9.95841539286995e6
1.382611982157953e7,1.3470869146028519e7,2.12964010991058e7
1.3011694870843887e7,1.2016715202273203e7,1.6026657640028e7
1.815015619767504e7,1.5062736267369615e7,1.8151288049520493e7
3.802745390371465e6,3.8027453903720477e6,3.8027453903694153e6
1.7415624651828766e7,1.543738775100509e7,2.10307659985981e7
1.801553019829178e7,1.6258375763406754e7,1.7843552277364276e7
1.843866418478012e7,1.6452031140687943e7,2.6994469410562515e7
1.6261862890666962e7,1.9765074407726288e7,2.0564330968636774e7
2.2159515643865585e7,2.092713896922493e7,2.8860941105810165e7
1.3240190555171967e7,1.2225017571884155e7,2.0106328707753558e7
4.015285521800963e6,3.6696516798633644e6,4.241959907930155e6
1498.9735913872719,1498.9735913872719,1498.9735910259187
1.3622771916185379e7,1.7937941235429764e7,2.0221736797540236e7
1.4905908508548321e7,1.7593265786508527e7,2.1407978600185394e7
6.257518731603622e6,7.41878951798439e6,7.418789393299103e6
1.7189765850643158e7,1.1061671672597885e7,1.7190799634425152e7
1.5845702398140037e7,1.7297042353630472e7,2.07518089926548e7
1.2632052343366623e7,1.2414648371076584e7,1.4294934247662576e7
8.85483943326603e6,8.133004786798421e6,9.008655059324265e6
1.0582147846900962e7,1.2582366767889023e7,1.371132626281166e7
1.1021038643022537e7,1.1790105584470738e7,1.4477943243831635e7
1.2424722520126343e7,1.1941418249696927e7,1.9792791052267075e7
8.95437633889816e6,8.156474570629003e6,1.2150685083821246e7
1.3429678365123749e7,1.5920973810029984e7,1.799131129242325e7
2.411816429735756e7,1.3514208388250351e7,2.411816429494667e7
1.0363004244117737e7,9.821806175260518e6,1.403626374120903e7
8.134738544670105e6,1.0213820097154617e7,1.1833710144012759e7
7.098549392948151e6,7.405458029216766e6,9.417203806287766e6
3.990049484378779e6,4.985190805907771e6,6.101119985710267e6
1.2602852838495255e7,1.4698083977752686e7,1.5276362464579003e7
1.4320358951466583e7,1.2170834479731288e7,1.753305540633583e7
1.9575392757507324e7,1.8043522332979202e7,2.7522600985710144e7
4681.065950393677,4681.065950393677,4681.065952483565
1.0963016951653095e7,1.0680670597481534e7,1.327648323181155e7
9.15194986220134e6,1.0686022232652664e7,1.215173359493637e7
1.320435736417851e7,9.887749400182724e6,1.3204357364179611e7
2.008749100251007e7,1.6489780026684005e7,2.0087491000501633e7
8.532568949785233e6,8.532568949789047e6,8.532568949789047e6
8.0241195739040375e6,8.564204550067902e6,8.564204548807144e6
6.554816261919022e6,6.746035085769653e6,1.2752794483971255e7
1.1888619389688492e7,9.84543835228157e6,1.1902335135349274e7
1.0650007659988403e6,1.0650008302955627e6,1.0650007661075592e6
9.826933506835237e6,9.893417539690513e6,1.1524591130954742e7
2.190716854707718e7,2.4473064448619843e7,3.2574863444378898e7
1.6104374127580643e7,1.5138172861999512e7,1.8096551228794098e7
7.24374904314258e6,8.786141310862869e6,1.0164342655817866e7
1.3836045212328656e7,1.429403201136708e7,1.914878266663626e7
1.2968847935330987e7,8.635006592372963e6,1.3826181691797197e7
1.3005557468819253e7,8.069217631235123e6,1.3611366977556229e7
1.0206244334087372e7,9.683038380764008e6,1.0206244333065033e7
1.7216989576169968e7,2.2471982342054367e7,2.5410689103878677e7
2.681472930639267e6,2.5616554214553833e6,2.681472930641772e6
1.9074209953897476e7,1.6063197423559189e7,2.3116812252004623e7
8.40918106848526e6,7.13612511022377e6,1.1363530602874756e7
1.4274161449178696e7,1.4848050570770264e7,1.6550482717597961e7
5.970417549120203e6,5.848264227641198e6,6.315972880854984e6
2.1858518571296692e7,2.0468705966596603e7,3.1770472407741077e7
1.4004573710777283e7,1.6286759273284912e7,1.9099878283666484e7
4.133252230424881e6,4.1332522304267883e6,4.1332522308387756e6
1.2780981402500153e7,1.5758658725168228e7,1.7542206418258667e7
9.711931943645477e6,1.1646425494974136e7,1.2440228840930939e7
1.2862892364055634e7,1.188376263418834e7,1.5178202794748165e7
9.475752907150082e6,9.072882824890263e6,9.475752907152176e6
1.703279416599083e7,1.6117555431127548e7,2.3676866347744368e7
2.423191368962288e7,2.424393401189041e7,3.1091086636310577e7
1.5532577613533031e7,1.3114645857385635e7,1.854224824022293e7
1.1947098155262485e7,1.1961428402618691e7,1.6141635467733383e7
5.6417036152466405e6,5.641703615810397e6,6.2544668877391815e6
1.1966422905382948e7,1.329314264177018e7,1.7161649102344472e7
1.171807984813881e7,1.1336473240472794e7,1.3149984724842072e7
2.219693110520472e7,1.7909148586254276e7,2.219693110520363e7
6.222177325393677e6,6.654307315275192e6,8.198720947183609e6
1.1173147460731506e7,1.2689862577011108e7,1.4970525671444323e7
1.6222576799787521e7,1.833683480108261e7,1.9806721809041306e7
8.33247125535965e6,9.09234076335907e6,1.0884915684726674e7
3.479802763929367e6,3.479802764318466e6,3.4798027635822296e6
1.4310800686994553e7,1.3448721016904831e7,1.7576597335494995e7
1.3892078070749287e7,1.3465560236951828e7,2.12287435701672e7
8.015818715549469e6,7.950925847761154e6,8.634256046100035e6
1.1124054037857056e7,1.058053127381134e7,1.1546135180333601e7
8.491025079374852e6,6.311812495218277e6,9.812448350910187e6
5.626562956483841e6,6.025601887829863e6,7.136982670848846e6
1.8918181166994095e7,1.728468870532608e7,2.116378920405388e7
2.1565024317986667e6,2.1565024317997247e6,2.242560798471451e6
7.902394052103043e6,8.67114246862793e6,8.67114246862793e6
4.49599709869194e6,4.512214869544983e6,4.51221486954689e6
1.0585315030553818e7,1.174694468488121e7,1.314874510022568e7
2.3167769982097626e7,1.8488998493854523e7,2.376983045787101e7
2.296311318281746e7,2.099597950646782e7,3.160647854600525e7
2.0152543028779984e7,2.0695257535024643e7,3.1037057074834824e7
3.676734304673189e7,2.490601306874466e7,3.676734305040932e7
1.5428402461190052e7,1.1638247815786362e7,1.7287243630107563e7
7.018348847597128e6,6.400346195577622e6,8.05107135817337e6
4021.7778396606445,4021.7778396606445,4021.777837753296
4.699112517759323e6,5.657552113328777e6,5.77785059469795e6
5.576068817407608e6,5.947577398439407e6,5.947577398439407e6
7757.985767364502,7757.985767364502,7757.985767364502
1.167493333288833e7,1.1550209217266083e7,1.395445882659658e7
8.512500195564255e6,9.718559160478424e6,1.3948849030905629e7
1.9382269212583542e7,1.999778563040352e7,2.7201319461841583e7
9.329021011867523e6,8.70934742337799e6,1.0534594416824535e7
2.1132092574560165e7,1.615950469858551e7,2.1132092576675415e7
1.0955698641096115e7,1.0839454339111328e7,1.3799343547479616e7
8.142130084726334e6,9.597608555543888e6,1.2606424464399338e7
1.3507901953799851e7,1.191576960420227e7,1.5927495601415634e7
4.331626494530641e6,4.331627106256485e6,4.799574368873596e6
2.0399654948339034e6,2.0399654948341383e6,2.0399654950389862e6
693796.1921043396,693796.1921043396,693796.1921024323
9.534358702781677e6,1.0902091846788406e7,1.2027128749347687e7
1.693292621617508e7,1.4444728551311493e7,2.4805991499801375e7
1.3028778281571176e7,1.1824684836990358e7,1.5358618079912417e7
4.5843448254470825e6,5.1595280390815735e6,5.1595280390815735e6
4.945906601087347e6,5.440129222989693e6,5.440129222989666e6
1.1394481989328384e7,9.825482475018693e6,1.26234934565159e7
1.1633736499202728e7,1.058891304129982e7,1.5690398109142303e7
1.0019718064218521e7,1.3470638300016403e7,1.3727041256238759e7
2.6782021882053375e7,2.596401034919548e7,3.669919209720421e7
6.253591981099137e6,6.908949146648329e6,7.676004987934113e6
6.9082518064136505e6,9.263764533708572e6,1.1992795358402267e7
2.0698717396784063e7,1.7658006027536392e7,2.789200107413864e7
2.487898091835022e6,2.4878980918312073e6,2.4878980918288436e6
1.0194848113961322e7,1.2518312460100174e7,1.6305012414530195e7
8.883250853408813e6,9.068314314453125e6,9.99982857380867e6
1.788424165797615e7,2.2649584668584824e7,2.535075380471155e7
1.9203211906497322e7,1.8927073874335695e7,2.530067449186084e7
5784.4279136657715,5784.4279136657715,5784.427911758423
