instance,it_bb,it_box,p_true_pb,runtime_bb,runtime_box,runtime_pb,zeta_box,θ_bb,θ_box,θ_pb,n,m,pc,k,obs_pb,obs_bb,obs_box
27,10,9,1,0.327,2.509,10.534,5.000000000000007,1.9724611256591167e7,1.9724611256591167e7,1.9724611256591167e7,4,10,0.1,1,4.505380001366269e6,4.505380001366269e6,4.505380001366269e6
28,10,9,1,0.362,2.763,11.322,4.0,1.2485243400533408e7,1.2485243400533408e7,1.2485243400533406e7,4,10,0.1,1,3.632587019536972e6,3.632587019536972e6,3.632587019536972e6
29,10,9,1,0.305,2.298,10.083,1.6666666666666679,1.8705353000077493e7,1.8705353000077493e7,1.870535300007749e7,4,10,0.1,1,6.199055346497025e6,6.199055346497025e6,6.199055346497025e6
2,11,10,1,0.31,2.322,10.068,2.0,2.6834748583927847e7,2.6834748583927847e7,2.6834748583927847e7,4,10,0.1,1,8.037804018391189e6,8.037804018391189e6,8.037804018391189e6
30,10,9,1,0.311,2.309,10.333,3.0000000000000284,2.095016966515011e7,2.095016966515011e7,2.0950169665150113e7,4,10,0.1,1,5.703435391869907e6,5.703435391869907e6,5.703435391869907e6
31,11,10,1,0.353,2.625,11.81,2.0,1.666928255723378e7,1.666928255723378e7,1.6669282557233777e7,4,10,0.1,1,5.63026086144514e6,5.63026086144514e6,5.63026086144514e6
32,10,9,1,0.358,2.867,12.634,5.0,1.6119985430271104e7,1.6119985430271104e7,1.6119985430271104e7,4,10,0.1,1,3.618909476577759e6,3.618909476577759e6,3.618909476577759e6
33,11,8,1,0.293,1.969,8.807,3.0,1.9543517547950372e7,1.9543517547950372e7,1.9543517547950372e7,4,10,0.1,1,5.165009558593485e6,5.165009558593485e6,5.165009558593485e6
34,9,8,1,0.319,2.443,11.074,1.6666666666666679,1.6267712622317923e7,1.6267712622317923e7,1.6267712622317923e7,4,10,0.1,1,4.685396100997925e6,4.685396100997925e6,4.685396100997925e6
35,11,10,1,0.275,2.003,8.869,1.8000000000000007,2.1830988882965446e7,2.1830988882965446e7,2.1830988882965446e7,4,10,0.1,1,6.708707574260712e6,6.708707574260712e6,6.708707574260712e6
36,8,7,1,0.249,1.967,8.909,7.0,1.3184152778498191e7,1.3184152778498191e7,1.3184152778498191e7,4,10,0.1,1,3.8779535543250907e6,3.8779535543250907e6,3.8779535543250907e6
37,8,5,1,0.269,2.109,9.516,7.5,1.5266401285330895e7,1.5266401285330895e7,1.5266401285330895e7,4,10,0.1,1,6.509039810548782e6,6.509039810548782e6,6.509039810548782e6
38,10,9,1,0.273,2.121,9.42,1.0000000002000036,1.6480121008501146e7,1.6480121008501146e7,1.6480121008501142e7,4,10,0.1,1,4.756214321737279e6,4.756214321737279e6,4.756214321737279e6
39,9,8,1,0.257,1.949,8.912,4.399999999999999,1.3736888110685756e7,1.3736888110685756e7,1.3736888110685756e7,4,10,0.1,1,5.233457038461685e6,5.233457038461685e6,5.233457038461685e6
3,9,8,1,0.281,2.173,9.612,2.666666666666668,1.2305929476883758e7,1.2305929476883758e7,1.2305929476883752e7,4,10,0.1,1,4.742047867549896e6,4.742047867549896e6,4.742047867549896e6
40,11,10,1,0.276,2.005,9.001,0.5,2.2367064108982664e7,2.2367064108982664e7,2.2367064108982667e7,4,10,0.1,1,7.532816571608439e6,7.532816571608439e6,7.532816571608439e6
41,10,9,1,0.333,2.503,10.549,1.3333333333333357,2.9689487666169893e7,2.9689487666169893e7,2.968948766616989e7,4,10,0.1,1,8.291917710683803e6,8.291917710683803e6,8.291917710683803e6
42,11,10,1,0.345,2.396,10.369,1.25,2.3335196093525417e7,2.3335196093525417e7,2.333519609352541e7,4,10,0.1,1,7.934127559170491e6,7.934127559170491e6,7.934127559170491e6
43,10,9,1,0.304,2.307,10.113,3.0,1.686106587236412e7,1.686106587236412e7,1.686106587236412e7,4,10,0.1,1,5.196396995797727e6,5.196396995797727e6,5.196396995797727e6
44,10,9,1,0.273,2.063,9.104,1.0,1.8585292695777483e7,1.8585292695777483e7,1.8585292695777483e7,4,10,0.1,1,4.333099882036816e6,4.333099882036816e6,4.333099882036816e6
45,11,10,1,0.325,2.428,9.725,1.0,1.2521228495292515e7,1.2521228495292515e7,1.2521228495292513e7,4,10,0.1,1,4.665049271266937e6,4.665049271266937e6,4.665049271266937e6
46,11,10,1,0.301,2.443,9.741,2.333333333333334,1.3894680112571077e7,1.3894680112571077e7,1.3894680112571081e7,4,10,0.1,1,3.3799065058784485e6,3.3799065058784485e6,3.3799065058784485e6
47,9,8,1,0.328,2.142,9.557,9.75,2.6095919665028468e7,2.6095919665028468e7,2.6095919665028468e7,4,10,0.1,1,7.060334777769854e6,7.060334777769854e6,7.060334777769854e6
48,8,6,1,0.264,2.026,9.25,2.2500000003250022,1.3333887245770276e7,1.3333887245770276e7,1.3333887245770276e7,4,10,0.1,1,5.33380912115097e6,5.33380912115097e6,5.33380912115097e6
49,10,9,1,0.266,1.985,9.048,2.0,2.2962451329577014e7,2.2962451329577014e7,2.296245132957702e7,4,10,0.1,1,6.616895236255804e6,6.616895236255804e6,6.616895236255804e6
4,8,7,1,0.271,2.088,9.436,2.0,1.3136868014639718e7,1.3136868014639718e7,1.3136868014639717e7,4,10,0.1,1,4.306013016393022e6,4.306013016393022e6,4.306013016393022e6
50,9,8,1,0.249,1.962,9.003,1.0,1.4444401010831822e7,1.4444401010831822e7,1.4444401010831822e7,4,10,0.1,1,4.700493940254163e6,4.700493940254163e6,4.700493940254163e6
5,10,9,1,0.276,2.046,8.998,0.3999999999999986,1.933870406469573e7,1.933870406469573e7,1.9338704064695735e7,4,10,0.1,1,6.561644543819404e6,6.561644543819404e6,6.561644543819404e6
6,11,10,1,0.297,2.091,9.163,4.5,2.142883552717452e7,2.142883552717452e7,2.142883552717452e7,4,10,0.1,1,6.808390390309289e6,6.808390390309289e6,6.808390390309289e6
7,9,8,1,0.273,2.09,9.493,4.0,1.2071960271388065e7,1.2071960271388065e7,1.2071960271388063e7,4,10,0.1,1,4.024602444126129e6,4.024602444126129e6,4.024602444126129e6
8,10,8,1,0.256,1.963,8.808,2.0,1.4865560583478168e7,1.4865560583478168e7,1.486556058347817e7,4,10,0.1,1,3.9419651131213503e6,3.9419651131213503e6,3.9419651131213503e6
9,10,9,1,0.289,2.115,9.723,0.6666666666666665,2.227839326674437e7,2.227839326674437e7,2.2278393266744364e7,4,10,0.1,1,5.34369326940155e6,5.34369326940155e6,5.34369326940155e6
10,9,9,1,0.324,2.39,10.996,1.0,1.7521244413036365e7,1.7521244413036365e7,1.752124441303637e7,4,10,0.3,1,1.3634683402397156e7,1.3634683402397156e7,1.3634683402397156e7
11,6,5,1,0.312,2.448,10.679,3.0,1.0536551895544806e6,1.0536551895544806e6,1.0536551895544804e6,4,10,0.3,1,1.053655189659117e6,1.053655189659117e6,1.053655189659117e6
12,6,4,1,0.273,2.189,9.767,6.0,1.2150685083821248e7,1.2150685083821248e7,1.2150685083821252e7,4,10,0.3,1,1.2150685083821246e7,1.2150685083821246e7,1.2150685083821246e7
13,7,6,1,0.254,1.984,8.984,4.0,1.3661156775103537e7,1.3661156775103537e7,1.3661156775103534e7,4,10,0.3,1,1.1673701674282953e7,1.1673701674282953e7,1.1673701674282953e7
14,6,5,1,0.29,2.249,9.805,1.0,1.1029127725478334e7,1.1029127725478334e7,1.1029127725478332e7,4,10,0.3,1,9.374909118403357e6,9.374909118403357e6,9.374909118403357e6
15,8,8,1,0.272,2.11,9.24,1.5555555555555571,1.6120591450773854e7,1.6120591450773854e7,1.6120591450773854e7,4,10,0.3,1,1.190153145475579e7,1.190153145475579e7,1.190153145475579e7
16,8,6,1,0.275,2.116,9.501,4.333333333333329,1.9761127023368686e7,1.9761127023368686e7,1.9761127023368686e7,4,10,0.3,1,1.389157330192847e7,1.389157330192847e7,1.389157330192847e7
17,4,3,1,0.263,2.065,9.448,6.0,1.3915446790480088e6,1.3915446790480088e6,1.3915446790480085e6,4,10,0.3,1,1.3915446790480101e6,1.3915446790480101e6,1.3915446790480101e6
18,7,4,1,0.254,2.006,9.102,2.0,1.1237326671617452e7,1.1237326671617452e7,1.1237326671617454e7,4,10,0.3,1,1.1237326671617508e7,1.1237326671617508e7,1.1237326671617508e7
19,3,2,1,0.24,2.025,9.152,25.0,6.433397708512965e6,6.433397708512965e6,6.433397708512966e6,4,10,0.3,1,6.4333977085120985e6,6.4333977085120985e6,6.4333977085120985e6
1,6,4,1,0.276,2.274,9.899,1.0,7.531383763928608e6,7.531383763928608e6,7.531383763928608e6,4,10,0.3,1,7.136982670848846e6,7.136982670848846e6,7.136982670848846e6
20,8,7,1,0.333,2.58,12.136,5.0,1.0132674400174737e7,1.0132674400174737e7,1.0132674400174737e7,4,10,0.3,1,8.740058955127716e6,8.740058955127716e6,8.740058955127716e6
21,5,4,1,0.274,2.155,9.774,15.0,1.2558272247847315e7,1.2558272247847315e7,1.2558272247847315e7,4,10,0.3,1,1.0891381429585354e7,1.0891381429585354e7,1.0891381429585354e7
22,5,4,1,0.244,1.985,8.954,1.0,2.2425607984763137e6,2.2425607984763137e6,2.242560798476314e6,4,10,0.3,1,2.242560798471451e6,2.242560798471451e6,2.242560798471451e6
23,8,7,1,0.303,2.299,9.99,1.1428571428571388,1.3748288426559597e7,1.3748288426559597e7,1.3748288426559601e7,4,10,0.3,1,1.1833710144012759e7,1.1833710144012759e7,1.1833710144012759e7
24,4,5,1,0.29,2.297,10.01,4.0,1.647425783422831e7,1.647425783422831e7,1.647425783422831e7,4,10,0.3,1,1.3310997176046371e7,1.3310997176046371e7,1.3310997176046371e7
25,7,5,1,0.266,2.144,9.541,1.0,1.61671175304836e7,1.61671175304836e7,1.6167117530483602e7,4,10,0.3,1,1.120832344320795e7,1.120832344320795e7,1.120832344320795e7
26,7,6,1,0.26,2.022,9.173,2.0,1.4277664504477173e7,1.4277664504477173e7,1.4277664504477173e7,4,10,0.3,1,1.1524591130954742e7,1.1524591130954742e7,1.1524591130954742e7
27,6,5,1,0.242,1.997,8.973,0.5,1.5860939912854102e7,1.5860939912854102e7,1.5860939912854098e7,4,10,0.3,1,1.1292043717441559e7,1.1292043717441559e7,1.1292043717441559e7
28,4,3,1,0.245,2.066,9.207,7.000000000800014,6.3082540052033225e6,6.308254005203323e6,6.3082540052033225e6,4,10,0.3,1,6.308254005203323e6,6.308254005203323e6,6.308254005203323e6
29,9,8,1,0.272,2.103,9.204,2.4285714285714306,2.882507771183189e7,2.882507771183189e7,2.8825077711831883e7,4,10,0.3,1,1.9112744544382844e7,1.9112744544382844e7,1.9112744544382844e7
2,7,4,1,0.257,2.074,9.229,2.0,1.1237326671617452e7,1.1237326671617452e7,1.1237326671617454e7,4,10,0.3,1,1.1237326671617508e7,1.1237326671617508e7,1.1237326671617508e7
30,6,5,1,0.264,2.152,9.522,3.0,1.2701093919528965e7,1.2701093919528965e7,1.2701093919528967e7,4,10,0.3,1,1.199553881891479e7,1.199553881891479e7,1.199553881891479e7
31,8,6,1,0.267,2.075,9.41,1.0,1.3416987983328864e7,1.3416987983328864e7,1.3416987983328864e7,4,10,0.3,1,9.303220967258453e6,9.303220967258453e6,9.303220967258453e6
32,9,8,1,0.306,2.35,10.41,3.6666666666666643,1.4038511386836465e7,1.4038511386836465e7,1.4038511386836465e7,4,10,0.3,1,1.3059205510207511e7,1.3059205510207511e7,1.3059205510207511e7
33,8,4,1,0.282,2.3,10.114,1.0,5.777850594124049e6,5.777850594124049e6,5.777850594124049e6,4,10,0.3,1,5.77785059469795e6,5.77785059469795e6,5.77785059469795e6
34,9,7,1,0.289,2.247,9.955,3.0,2.415264607287557e7,2.415264607287557e7,2.4152646072875574e7,4,10,0.3,1,1.558138093871965e7,1.558138093871965e7,1.558138093871965e7
35,7,6,1,0.284,2.185,9.843,1.0,9.492059394657537e6,9.492059394657537e6,9.492059394657535e6,4,10,0.3,1,7.852655539588928e6,7.852655539588928e6,7.852655539588928e6
36,5,4,1,0.289,2.364,10.474,1.0,3.461509081230009e6,3.461509081230009e6,3.461509081230009e6,4,10,0.3,1,3.4615090812266916e6,3.4615090812266916e6,3.4615090812266916e6
37,6,5,1,0.267,2.126,10.357,2.0,1.1410033689255724e7,1.1410033689255724e7,1.141003368925572e7,4,10,0.3,1,1.141003368925663e7,1.141003368925663e7,1.141003368925663e7
38,5,4,1,0.295,2.418,10.232,14.0,1.1330163304495908e7,1.1330163304495908e7,1.1330163304495908e7,4,10,0.3,1,1.1330163304498682e7,1.1330163304498682e7,1.1330163304498682e7
39,7,6,1,0.292,2.398,10.45,1.0000000002000036,1.1694462028270382e7,1.1694462028270382e7,1.1694462028270382e7,4,10,0.3,1,1.1396817945512772e7,1.1396817945512772e7,1.1396817945512772e7
3,7,6,1,0.263,2.084,9.258,2.0,2.0395574542988375e7,2.0395574542988375e7,2.039557454298837e7,4,10,0.3,1,1.3719698196023209e7,1.3719698196023209e7,1.3719698196023209e7
40,7,6,1,0.302,2.2,9.853,3.8333333333333286,1.5069195405918878e7,1.5069195405918878e7,1.5069195405918878e7,4,10,0.3,1,1.3948849030905629e7,1.3948849030905629e7,1.3948849030905629e7
41,4,2,1,0.33,2.805,12.668,31.0,6.101119985711252e6,6.101119985711252e6,6.101119985711251e6,4,10,0.3,1,6.101119985710267e6,6.101119985710267e6,6.101119985710267e6
42,4,3,1,0.294,2.418,10.351,2.0,210062.67555445136,210062.67555445133,210062.67555445113,4,10,0.3,1,210062.67555832304,210062.67555832304,210062.67555832304
43,7,6,1,0.261,2.07,9.268,1.0,1.5189656634888463e7,1.5189656634888463e7,1.518965663488846e7,4,10,0.3,1,1.1972126526252225e7,1.1972126526252225e7,1.1972126526252225e7
44,4,3,1,0.236,1.947,8.841,3.0,8.638479046312142e6,8.638479046312142e6,8.63847904631214e6,4,10,0.3,1,8.638479046312623e6,8.638479046312623e6,8.638479046312623e6
45,8,7,1,0.314,2.322,10.354,2.0,1.9770023352461014e7,1.9770023352461014e7,1.9770023352461014e7,4,10,0.3,1,1.6305012414530195e7,1.6305012414530195e7,1.6305012414530195e7
46,9,7,1,0.295,2.336,9.945,4.571428571428569,2.0082361344249733e7,2.0082361344249733e7,2.0082361344249737e7,4,10,0.3,1,1.7161649102344472e7,1.7161649102344472e7,1.7161649102344472e7
47,6,3,1,0.265,2.144,9.534,7.0,5.0045095455366075e6,5.004509545536607e6,5.0045095455366075e6,4,10,0.3,1,5.004509545536041e6,5.004509545536041e6,5.004509545536041e6
48,9,7,1,0.282,2.08,9.457,7.0,3.2937470784069933e7,3.2937470784069933e7,3.293747078406993e7,4,10,0.3,1,2.0526997787440088e7,2.0526997787440088e7,2.0526997787440088e7
49,9,8,1,0.258,1.983,9.259,3.0,2.1872721338061206e7,2.1872721338061206e7,2.1872721338061206e7,4,10,0.3,1,1.5179608459886035e7,1.5179608459886035e7,1.5179608459886035e7
4,5,4,1,0.264,2.177,9.662,1.0,8.202373489974412e6,8.202373489974412e6,8.202373489974409e6,4,10,0.3,1,8.202373489974976e6,8.202373489974976e6,8.202373489974976e6
50,9,8,1,0.262,1.946,9.107,0.3333333333333286,2.2853466725793995e7,2.2853466725793995e7,2.2853466725793995e7,4,10,0.3,1,1.5720341993638992e7,1.5720341993638992e7,1.5720341993638992e7
5,5,4,1,0.308,2.212,9.985,1.0000000002000036,2.0399654948373833e6,2.0399654948373833e6,2.0399654948373837e6,4,10,0.3,1,2.0399654950389862e6,2.0399654950389862e6,2.0399654950389862e6
6,9,6,1,0.268,2.061,9.261,8.125,2.0518084217506304e7,2.0518084217506304e7,2.0518084217506304e7,4,10,0.3,1,1.5792170583776474e7,1.5792170583776474e7,1.5792170583776474e7
7,5,4,1,0.279,2.164,9.79,4.0,9.464700832772734e6,9.464700832772734e6,9.464700832772734e6,4,10,0.3,1,8.968177859990263e6,8.968177859990263e6,8.968177859990263e6
8,4,3,1,0.273,2.527,10.193,3.0,2.83872729449525e6,2.83872729449525e6,2.83872729449525e6,4,10,0.3,1,2.8387272944943085e6,2.8387272944943085e6,2.8387272944943085e6
9,5,4,1,0.298,2.451,10.297,3.0,8.304462229284663e6,8.304462229284663e6,8.304462229284661e6,4,10,0.3,1,7.1016296349487305e6,7.1016296349487305e6,7.1016296349487305e6
10,13,14,1,0.449,2.35,9.971,0.7142857142857224,2.5996843862803094e7,2.5996843862803094e7,2.599684386280309e7,4,15,0.1,1,1.0652727042337418e7,1.0652727042337418e7,1.0652727042337418e7
11,11,10,1,0.349,2.072,9.417,1.599999999999996,2.83558401839947e7,2.83558401839947e7,2.8355840183994703e7,4,15,0.1,1,9.667145740558624e6,9.667145740558624e6,9.667145740558624e6
12,9,8,1,0.311,2.044,9.294,2.6666666666666643,1.4475224046683045e7,1.4475224046683045e7,1.4475224046683045e7,4,15,0.1,1,5.177380640823364e6,5.177380640823364e6,5.177380640823364e6
13,10,9,1,0.373,2.162,9.927,1.0000000002000036,1.9385874796476662e7,1.9385874796476662e7,1.9385874796476662e7,4,15,0.1,1,7.437910283639908e6,7.437910283639908e6,7.437910283639908e6
14,13,12,1,0.408,2.208,9.75,0.800000000180006,2.061748370612701e7,2.061748370612701e7,2.0617483706127003e7,4,15,0.1,1,7.73235080033493e6,7.73235080033493e6,7.73235080033493e6
15,8,9,1,0.386,2.54,10.311,3.0,2.2634320738637585e7,2.2634320738637585e7,2.2634320738637585e7,4,15,0.1,1,8.310322833024979e6,8.310322833024979e6,8.310322833024979e6
16,12,11,1,0.422,2.489,10.648,1.9999999999999998,2.573963546615307e7,2.573963546615307e7,2.5739635466153074e7,4,15,0.1,1,9.918553328697205e6,9.918553328697205e6,9.918553328697205e6
17,12,11,1,0.401,2.398,10.509,1.0,2.1996133670677073e7,2.1996133670677073e7,2.1996133670677073e7,4,15,0.1,1,6.412287868049622e6,6.412287868049622e6,6.412287868049622e6
18,12,11,1,0.413,2.08,9.486,1.625,3.2835757780675065e7,3.2835757780675065e7,3.2835757780675057e7,4,15,0.1,1,1.1381824621459961e7,1.1381824621459961e7,1.1381824621459961e7
19,12,10,1,0.444,2.311,10.57,3.0,1.9879581681345098e7,1.9879581681345098e7,1.98795816813451e7,4,15,0.1,1,8.083331429672241e6,8.083331429672241e6,8.083331429672241e6
1,12,11,1,0.453,2.38,10.55,1.3999999999999986,2.4409793810916636e7,2.4409793810916636e7,2.4409793810916632e7,4,15,0.1,1,7.649446171318054e6,7.649446171318054e6,7.649446171318054e6
20,13,11,1,0.388,2.161,9.774,0.25,3.1348776007204417e7,3.1348776007204417e7,3.1348776007204413e7,4,15,0.1,1,1.0217956808696747e7,1.0217956808696747e7,1.0217956808696747e7
21,13,12,1,0.356,1.998,8.996,1.1428571428571423,3.0900317830647126e7,3.0900317830647126e7,3.0900317830647126e7,4,15,0.1,1,1.0133724465335846e7,1.0133724465335846e7,1.0133724465335846e7
22,13,12,1,0.535,3.027,12.5,1.0,2.806669910371253e7,2.806669910371253e7,2.8066699103712533e7,4,15,0.1,1,9.396937187719345e6,9.396937187719345e6,9.396937187719345e6
23,14,13,1,0.498,2.441,10.39,0.8571428571428577,3.0011319913532354e7,3.0011319913532354e7,3.0011319913532346e7,4,15,0.1,1,9.343964349740982e6,9.343964349740982e6,9.343964349740982e6
24,11,11,1,0.364,2.305,10.215,3.000000000400007,1.7319269569752034e7,1.7319269569752034e7,1.7319269569752034e7,4,15,0.1,1,7.181378664838791e6,7.181378664838791e6,7.181378664838791e6
25,15,14,1,0.473,2.206,9.654,0.6666666666666643,3.705442237288461e7,3.705442237288461e7,3.705442237288461e7,4,15,0.1,1,9.797805689956665e6,9.797805689956665e6,9.797805689956665e6
26,11,10,1,0.355,2.093,9.584,4.800000000000001,3.330554630974638e7,3.330554630974638e7,3.330554630974638e7,4,15,0.1,1,8.764812172395706e6,8.764812172395706e6,8.764812172395706e6
27,14,13,1,0.407,2.047,9.173,0.5000000001500098,2.6289003736442175e7,2.6289003736442175e7,2.6289003736442175e7,4,15,0.1,1,7.953704447910309e6,7.953704447910309e6,7.953704447910309e6
28,15,14,1,0.423,2.042,9.143,1.8000000000000007,2.5745027317760058e7,2.5745027317760058e7,2.5745027317760058e7,4,15,0.1,1,6.9276002885398865e6,6.9276002885398865e6,6.9276002885398865e6
29,13,13,1,0.363,2.045,9.181,1.0000000002000036,3.0215748647092704e7,3.0215748647092704e7,3.0215748647092707e7,4,15,0.1,1,8.813295516672134e6,8.813295516672134e6,8.813295516672134e6
2,13,11,1,0.425,2.13,9.986,1.0,1.6534007545271218e7,1.6534007545271218e7,1.653400754527122e7,4,15,0.1,1,6.91301357375145e6,6.91301357375145e6,6.91301357375145e6
30,9,8,1,0.279,1.991,8.921,2.5,1.8856032006306004e7,1.8856032006306004e7,1.8856032006306e7,4,15,0.1,1,7.345713809141159e6,7.345713809141159e6,7.345713809141159e6
31,12,11,1,0.405,2.214,9.918,0.25000000000000444,2.7648161193440635e7,2.7648161193440635e7,2.764816119344063e7,4,15,0.1,1,9.655186119813919e6,9.655186119813919e6,9.655186119813919e6
32,10,9,1,0.406,2.212,9.915,1.8000000000000007,2.3407646458695367e7,2.3407646458695367e7,2.340764645869537e7,4,15,0.1,1,8.013817435346603e6,8.013817435346603e6,8.013817435346603e6
33,13,13,1,0.394,2.035,8.95,1.4285714285714306,2.8781501506500624e7,2.8781501506500624e7,2.878150150650062e7,4,15,0.1,1,1.035722651398468e7,1.035722651398468e7,1.035722651398468e7
34,12,10,1,0.35,2.163,9.636,0.12499999999999734,1.5047933805035273e7,1.5047933805035273e7,1.5047933805035273e7,4,15,0.1,1,6.0197918034935e6,6.0197918034935e6,6.0197918034935e6
35,14,12,1,0.402,2.097,9.284,0.9999999999999433,3.191136101062399e7,3.191136101062399e7,3.191136101062399e7,4,15,0.1,1,1.0097346020254135e7,1.0097346020254135e7,1.0097346020254135e7
36,11,10,1,0.328,2.039,9.009,1.3333333333333357,1.6498215224322101e7,1.6498215224322101e7,1.64982152243221e7,4,15,0.1,1,1.003779542372322e7,1.003779542372322e7,1.003779542372322e7
37,12,11,1,0.316,2.031,9.06,0.25,2.3777136852275252e7,2.3777136852275252e7,2.3777136852275256e7,4,15,0.1,1,6.762311052400589e6,6.762311052400589e6,6.762311052400589e6
38,12,12,1,0.441,2.376,9.903,2.3999999999999986,2.5188591276747562e7,2.5188591276747562e7,2.5188591276747555e7,4,15,0.1,1,8.620521745269775e6,8.620521745269775e6,8.620521745269775e6
39,10,9,1,0.351,2.069,9.387,1.0000000000000493,2.073595127362171e7,2.073595127362171e7,2.0735951273621704e7,4,15,0.1,1,8.363468256866455e6,8.363468256866455e6,8.363468256866455e6
3,15,14,1,0.422,2.377,9.858,0.6666666666666643,2.974612391858894e7,2.974612391858894e7,2.9746123918588936e7,4,15,0.1,1,1.0081629010246277e7,1.0081629010246277e7,1.0081629010246277e7
40,7,6,1,0.274,2.038,9.368,2.4285714285714306,1.2938621968641745e7,1.2938621968641745e7,1.2938621968641749e7,4,15,0.1,1,6.885070201293945e6,6.885070201293945e6,6.885070201293945e6
41,10,9,1,0.365,2.231,9.969,2.0,2.7252823941388324e7,2.7252823941388324e7,2.725282394138832e7,4,15,0.1,1,9.490557306753159e6,9.490557306753159e6,9.490557306753159e6
42,11,11,1,0.394,2.407,10.237,3.0,2.448559323216926e7,2.448559323216926e7,2.4485593232169252e7,4,15,0.1,1,8.926246587789536e6,8.926246587789536e6,8.926246587789536e6
43,13,13,1,0.527,2.877,12.001,2.000000000000007,2.9538757957636148e7,2.9538757957636148e7,2.953875795763614e7,4,15,0.1,1,9.334690050405502e6,9.334690050405502e6,9.334690050405502e6
44,8,7,1,0.314,2.383,10.29,2.0,1.992406557318249e7,1.992406557318249e7,1.9924065573182486e7,4,15,0.1,1,8.539426799819946e6,8.539426799819946e6,8.539426799819946e6
45,12,10,1,0.402,2.363,10.634,1.3999999999999986,1.9779804941836607e7,1.9779804941836607e7,1.9779804941836603e7,4,15,0.1,1,6.709992395360947e6,6.709992395360947e6,6.709992395360947e6
