instance,it_bb,it_box,p_true_pb,runtime_bb,runtime_box,runtime_pb,zeta_box,θ_bb,θ_box,θ_pb
44,s,70,1,i,3600.052,10.208,5.777777777777779,a,1.9832917074946877e7,3.418232365531821e7
45,32005,82,1,3600.096,3600.027,9.79,3.1666666666666643,2.0555783704867896e7,1.4565518980383977e7,2.05557837048679e7
46,29212,67,1,3600.042,3600.053,9.264,8.333333333333334,1.7596310631380502e7,1.1626267810965098e7,1.7596310631380502e7
47,s,67,1,i,3600.048,9.352,9.600000000000012,a,1.642480280608317e7,2.7795420496962033e7
48,30230,80,1,3600.162,3600.041,9.221,8.0,2.122639617249833e7,1.4846598497547975e7,2.134083837716128e7
49,s,75,1,i,3600.035,9.117,6.875,a,1.7212931163743347e7,2.588383326781628e7
5,29783,80,1,3600.1,3600.072,9.271,7.666666666666667,2.5414154168637775e7,1.6822115707289785e7,2.541415416863778e7
50,28094,63,1,3600.112,3600.086,13.153,8.833333333333332,2.6581637507969927e7,1.6317618971024936e7,2.6581637507969927e7
6,s,72,1,i,3600.067,9.885,9.0,a,1.9517700427057073e7,3.1656117300856058e7
7,s,64,1,i,3600.042,16.684,8.875,a,1.6845809772418194e7,2.7626037794951245e7
8,33464,81,1,3600.099,3600.024,10.571,10.75,2.22539708650775e7,1.678815857411836e7,2.2253970865077503e7
9,s,76,1,i,3600.037,9.287,7.000000000000003,a,1.962078153258531e7,3.2106452312887195e7
